Z_i,A total  [Msun^{-1}],A I_classic  [Msun^{-1}],A II_only_stable_MT  [Msun^{-1}],A III_single_core_CE  [Msun^{-1}],A IV_double_core_CE  [Msun^{-1}],A V_other  [Msun^{-1}],B total  [Msun^{-1}],B I_classic  [Msun^{-1}],B II_only_stable_MT  [Msun^{-1}],B III_single_core_CE  [Msun^{-1}],B IV_double_core_CE  [Msun^{-1}],B V_other  [Msun^{-1}],C total  [Msun^{-1}],C I_classic  [Msun^{-1}],C II_only_stable_MT  [Msun^{-1}],C III_single_core_CE  [Msun^{-1}],C IV_double_core_CE  [Msun^{-1}],C V_other  [Msun^{-1}],D total  [Msun^{-1}],D I_classic  [Msun^{-1}],D II_only_stable_MT  [Msun^{-1}],D III_single_core_CE  [Msun^{-1}],D IV_double_core_CE  [Msun^{-1}],D V_other  [Msun^{-1}],E total  [Msun^{-1}],E I_classic  [Msun^{-1}],E II_only_stable_MT  [Msun^{-1}],E III_single_core_CE  [Msun^{-1}],E IV_double_core_CE  [Msun^{-1}],E V_other  [Msun^{-1}],F total  [Msun^{-1}],F I_classic  [Msun^{-1}],F II_only_stable_MT  [Msun^{-1}],F III_single_core_CE  [Msun^{-1}],F IV_double_core_CE  [Msun^{-1}],F V_other  [Msun^{-1}],G total  [Msun^{-1}],G I_classic  [Msun^{-1}],G II_only_stable_MT  [Msun^{-1}],G III_single_core_CE  [Msun^{-1}],G IV_double_core_CE  [Msun^{-1}],G V_other  [Msun^{-1}],H total  [Msun^{-1}],H I_classic  [Msun^{-1}],H II_only_stable_MT  [Msun^{-1}],H III_single_core_CE  [Msun^{-1}],H IV_double_core_CE  [Msun^{-1}],H V_other  [Msun^{-1}],I total  [Msun^{-1}],I I_classic  [Msun^{-1}],I II_only_stable_MT  [Msun^{-1}],I III_single_core_CE  [Msun^{-1}],I IV_double_core_CE  [Msun^{-1}],I V_other  [Msun^{-1}],J total  [Msun^{-1}],J I_classic  [Msun^{-1}],J II_only_stable_MT  [Msun^{-1}],J III_single_core_CE  [Msun^{-1}],J IV_double_core_CE  [Msun^{-1}],J V_other  [Msun^{-1}],K total  [Msun^{-1}],K I_classic  [Msun^{-1}],K II_only_stable_MT  [Msun^{-1}],K III_single_core_CE  [Msun^{-1}],K IV_double_core_CE  [Msun^{-1}],K V_other  [Msun^{-1}],L total  [Msun^{-1}],L I_classic  [Msun^{-1}],L II_only_stable_MT  [Msun^{-1}],L III_single_core_CE  [Msun^{-1}],L IV_double_core_CE  [Msun^{-1}],L V_other  [Msun^{-1}],M total  [Msun^{-1}],M I_classic  [Msun^{-1}],M II_only_stable_MT  [Msun^{-1}],M III_single_core_CE  [Msun^{-1}],M IV_double_core_CE  [Msun^{-1}],M V_other  [Msun^{-1}],N total  [Msun^{-1}],N I_classic  [Msun^{-1}],N II_only_stable_MT  [Msun^{-1}],N III_single_core_CE  [Msun^{-1}],N IV_double_core_CE  [Msun^{-1}],N V_other  [Msun^{-1}],O total  [Msun^{-1}],O I_classic  [Msun^{-1}],O II_only_stable_MT  [Msun^{-1}],O III_single_core_CE  [Msun^{-1}],O IV_double_core_CE  [Msun^{-1}],O V_other  [Msun^{-1}],P total  [Msun^{-1}],P I_classic  [Msun^{-1}],P II_only_stable_MT  [Msun^{-1}],P III_single_core_CE  [Msun^{-1}],P IV_double_core_CE  [Msun^{-1}],P V_other  [Msun^{-1}],Q total  [Msun^{-1}],Q I_classic  [Msun^{-1}],Q II_only_stable_MT  [Msun^{-1}],Q III_single_core_CE  [Msun^{-1}],Q IV_double_core_CE  [Msun^{-1}],Q V_other  [Msun^{-1}],R total  [Msun^{-1}],R I_classic  [Msun^{-1}],R II_only_stable_MT  [Msun^{-1}],R III_single_core_CE  [Msun^{-1}],R IV_double_core_CE  [Msun^{-1}],R V_other  [Msun^{-1}],S total  [Msun^{-1}],S I_classic  [Msun^{-1}],S II_only_stable_MT  [Msun^{-1}],S III_single_core_CE  [Msun^{-1}],S IV_double_core_CE  [Msun^{-1}],S V_other  [Msun^{-1}],T total  [Msun^{-1}],T I_classic  [Msun^{-1}],T II_only_stable_MT  [Msun^{-1}],T III_single_core_CE  [Msun^{-1}],T IV_double_core_CE  [Msun^{-1}],T V_other  [Msun^{-1}]
0_00339,3.064730626984768e-06,6.309106689548999e-08,0.0,0.0,2.968408651845585e-06,3.323090824369312e-08,6.402787135070085e-07,1.6221206551910493e-07,0.0,0.0,0.0,4.780666479879037e-07,3.513684506291268e-07,1.7842056066410075e-07,0.0,0.0,0.0,1.7294788996502606e-07,2.6195950721269844e-06,5.596629201541985e-07,0.0,0.0,2.058762368938813e-06,1.169783033972771e-09,8.896706506693617e-08,8.706841115698434e-08,0.0,0.0,1.8986539099518028e-09,0.0,1.9760989142805213e-06,1.5232134704314663e-06,0.0,0.0,4.23386088779186e-07,2.949935506986982e-08,5.0366618017211675e-06,4.6717882034812015e-06,0.0,0.0,3.6487359823996855e-07,0.0,9.185426696855505e-07,6.547990232248917e-07,0.0,0.0,2.0061467901843432e-07,6.312896744222424e-08,1.0683553655190857e-05,1.7183524152579914e-06,0.0,5.036823566373484e-07,8.45836680153831e-06,3.1520817572089194e-09,9.413562025416423e-06,4.3016960510277e-06,0.0,7.880416095083269e-07,4.266809342162757e-06,5.701502271763897e-08,3.3917772829067003e-06,3.4166860409249095e-07,0.0,0.0,2.973697074994306e-06,7.641160381990329e-08,2.431644328962896e-06,3.3388701950895495e-08,0.0,0.0,2.3566897258040428e-06,4.156590120795753e-08,2.9085784121446694e-06,1.2919384476085314e-07,0.0,0.0,2.7087383001437047e-06,7.064626724011147e-08,3.1725574543422894e-06,6.343330194798328e-08,2.468659779414219e-09,2.610633812904655e-08,3.0388168411494658e-06,4.173231333637986e-08,3.0547991195401523e-06,6.288649559112338e-08,0.0,0.0,2.95878952708163e-06,3.3123096867398983e-08,4.654981972222332e-06,3.0855009879700904e-08,0.0,0.0,4.558555659497549e-06,6.557130284508248e-08,4.791686481831984e-06,1.403347566944246e-08,0.0,0.0,4.602852586369214e-06,1.7480041979332737e-07,3.043012865235254e-06,1.287245362684525e-07,0.0,0.0,2.8791409794676183e-06,3.5147349499182766e-08,2.992937158531716e-06,6.811540312113469e-08,0.0,0.0,2.898611665316426e-06,2.6210090094155263e-08,3.4997380747853507e-06,1.081296342087584e-07,0.0,7.913185585965864e-10,3.36030018399773e-06,3.051693802026608e-08
0_00378,3.4239288904595267e-06,1.1563346196852968e-07,0.0,0.0,3.3028631560923727e-06,5.432272398624541e-09,5.514341447197387e-07,6.568117456083309e-08,0.0,0.0,0.0,4.857529701589058e-07,2.374598524530183e-07,6.243658075012232e-08,0.0,0.0,0.0,1.7502327170289594e-07,2.823970689499314e-06,3.091313653762569e-07,0.0,0.0,2.487510212570482e-06,2.7329111552574773e-08,4.441541925595351e-08,2.0091068958535924e-08,0.0,0.0,2.43243502974176e-08,0.0,2.111059544206139e-06,1.8968425467409568e-06,0.0,0.0,1.870439072774884e-07,2.7173090187693518e-08,3.83011855808737e-06,3.825659172544018e-06,0.0,0.0,0.0,4.4593855433517534e-09,9.614768249375645e-07,7.478096194838747e-07,0.0,0.0,1.831195502322981e-07,3.054765522139159e-08,9.78670779846254e-06,1.5546721550472797e-06,0.0,4.7682211259774897e-07,7.68995242011508e-06,6.526111070243187e-08,9.032413315710088e-06,4.202063163335935e-06,0.0,6.905153641204661e-07,4.0972508639305325e-06,4.2583924323153626e-08,3.632089787011122e-06,3.149033659276448e-07,0.0,0.0,3.3087474328279487e-06,8.438988255527425e-09,2.7031296864100778e-06,2.9793542285886562e-08,0.0,0.0,2.673336144124192e-06,0.0,3.1643663145285716e-06,8.342987122805148e-09,0.0,0.0,3.1560233274057664e-06,0.0,3.4504562228486436e-06,9.649842714800726e-08,1.499382263840689e-08,1.5962842164110898e-08,3.317635126146679e-06,5.366004751440058e-09,3.413466669165896e-06,1.1526802972309744e-07,0.0,0.0,3.292783112411813e-06,5.415527030986731e-09,5.362823967443718e-06,1.968236787807455e-08,0.0,0.0,5.280196079704722e-06,6.294551986092035e-08,5.875105396443451e-06,1.089189775160122e-08,0.0,0.0,5.2450273557536255e-06,6.191861429382239e-07,3.394305770726123e-06,0.0,0.0,0.0,3.38605199737904e-06,8.253773347083704e-09,3.395733920495508e-06,5.1457150437582386e-08,0.0,0.0,3.3326231198711244e-06,1.1653650186801254e-08,3.772260006625296e-06,6.184829926344499e-08,0.0,0.0,3.6845250459229226e-06,2.588666143892817e-08
0_00422,2.5953432193944265e-06,1.9797117333500207e-07,0.0,0.0,2.394126798337564e-06,3.2452477218605793e-09,8.821261748990755e-07,5.014652671071231e-07,0.0,0.0,0.0,3.806609077919523e-07,1.3775359716767525e-07,7.501393435491907e-08,0.0,0.0,0.0,6.273966281275622e-08,2.1265159409266868e-06,4.5023014022386854e-07,0.0,0.0,1.6736022518141848e-06,2.6835488886335395e-09,7.694787517681e-08,6.647548047495076e-08,0.0,0.0,1.0472394701859242e-08,0.0,2.3393417098955813e-06,2.0492497733827312e-06,0.0,0.0,2.181992290392528e-07,7.189270747359784e-08,2.766731829170265e-06,2.7604873352869904e-06,0.0,0.0,0.0,6.244493883274669e-09,1.3114705664526e-06,9.648444266749701e-07,0.0,0.0,3.430202986407348e-07,3.6058411368950627e-09,9.069528085431057e-06,1.4612679041215138e-06,0.0,2.351297474820681e-07,7.360443244293834e-06,1.2687189533640971e-08,8.966766506142458e-06,4.424687527076228e-06,0.0,5.259684713131268e-07,3.970200230950084e-06,4.5910276803019945e-08,3.1972501676629156e-06,7.606002278379846e-07,0.0,0.0,2.3983920990647498e-06,3.825784076018137e-08,2.015083864811051e-06,1.0661401631100305e-07,0.0,0.0,1.9077921430904997e-06,6.777054095479886e-10,2.4358416727034562e-06,2.481723358063632e-07,0.0,0.0,2.1753833817973245e-06,1.2285955099768332e-08,2.6325829157551404e-06,1.6275209072551642e-07,1.2839326459461246e-08,4.814461640180937e-09,2.4485900708573713e-06,3.586966072610572e-09,2.5870469315151507e-06,1.9733614053463573e-07,0.0,0.0,2.386475923654529e-06,3.2348673259868426e-09,3.834634894592438e-06,2.758952033653873e-07,0.0,0.0,3.52683259018992e-06,3.1907101037131064e-08,5.333087241240803e-06,6.782941723470244e-07,0.0,0.0,3.561228851043778e-06,1.0935642178499992e-06,2.6438338934858403e-06,1.7609293984697075e-07,0.0,0.0,2.4595810681744342e-06,8.159885464435507e-09,2.492536504505344e-06,2.273410975286941e-07,0.0,0.0,2.260504660579978e-06,4.690746396671385e-09,2.952966048857753e-06,2.5120076540377764e-07,0.0,0.0,2.6895183335175547e-06,1.2246949936421602e-08
0_00471,1.4363830761086774e-06,5.183825145285436e-07,0.0,0.0,9.158617838480769e-07,2.138777732057056e-09,1.94036823312111e-06,1.6781241128443475e-06,0.0,0.0,0.0,2.6224412027676305e-07,3.1163327736918076e-07,2.8137416883241656e-07,0.0,0.0,0.0,3.02591085367642e-08,8.258468581470424e-07,3.5088038180900136e-07,0.0,0.0,4.646552055216258e-07,1.0311270816415074e-08,1.9436429616610853e-08,9.376286543877512e-09,0.0,0.0,1.0060143072733344e-08,0.0,2.590652868778822e-06,2.3742595120625788e-06,0.0,0.0,1.9410438334493814e-07,2.2288973371306256e-08,1.3455536383252918e-06,1.3455536383252918e-06,0.0,0.0,0.0,0.0,1.146397769094277e-06,1.1002998323787555e-06,0.0,0.0,4.482984829233103e-08,1.268088423190744e-09,8.8724506008619e-06,1.7115257074854897e-06,0.0,6.2965347089506e-08,7.079402201601891e-06,1.8557344685013933e-08,8.921831936011278e-06,4.720152495468699e-06,0.0,2.548657659759879e-07,3.8530086355472175e-06,9.380503901937414e-08,2.336495200368527e-06,1.3826759996857488e-06,0.0,0.0,9.174934542906623e-07,3.632574639211583e-08,1.0277182534367598e-06,3.266755605503927e-07,0.0,0.0,6.92249283974643e-07,8.793408911724327e-09,1.36187563377187e-06,5.90165274533072e-07,0.0,0.0,7.637263956584194e-07,7.983963580378934e-09,1.449986133514139e-06,5.037931288788054e-07,6.437810769535156e-09,0.0,9.366556588198163e-07,3.099535045982732e-09,1.4316557970953213e-06,5.166780182582365e-07,0.0,0.0,9.128460433624992e-07,2.1317354745853974e-09,2.099788911411611e-06,7.376357618934598e-07,0.0,0.0,1.2638538995332708e-06,9.829924998487973e-08,4.7942604036764986e-06,2.0708909517455057e-06,0.0,0.0,1.2290319140821941e-06,1.494337537848798e-06,1.4260460381424338e-06,5.281801490875453e-07,0.0,0.0,8.978658890548881e-07,0.0,1.2385686996998044e-06,4.076819951673342e-07,0.0,0.0,8.308867045324698e-07,0.0,1.924447133056205e-06,8.317311016927064e-07,0.0,0.0,1.0915619017445795e-06,1.1541296189195693e-09
0_00526,9.808093043360837e-07,7.215157335036252e-07,0.0,0.0,2.592935708324585e-07,0.0,2.5399199428990142e-06,2.4167452976476867e-06,0.0,0.0,0.0,1.2317464525132743e-07,8.009032469052135e-07,7.977184907029548e-07,0.0,0.0,0.0,3.1847562022585754e-09,4.501085076517285e-07,3.3479651419678954e-07,0.0,0.0,1.153119934549391e-07,0.0,4.297826475033195e-08,4.297826475033195e-08,0.0,0.0,0.0,0.0,2.448813171779192e-06,2.3653431633890338e-06,0.0,0.0,6.257305662252647e-08,2.0896951767629438e-08,4.1288318442193754e-07,4.1288318442193754e-07,0.0,0.0,0.0,0.0,1.0457662569428527e-06,1.0457662569428527e-06,0.0,0.0,0.0,0.0,7.741376467769269e-06,1.7507686183216946e-06,0.0,5.540356316022101e-09,5.974419451827643e-06,1.0648041303910909e-08,9.209644316446477e-06,5.0640846785675435e-06,0.0,2.2906726300186892e-07,3.857574675427137e-06,5.8917699449923135e-08,1.7671083647672402e-06,1.4811708286040088e-06,0.0,0.0,2.5975552007298925e-07,2.618201609024217e-08,7.964043717096361e-07,6.622200569181389e-07,0.0,0.0,1.3418431479149703e-07,0.0,8.72892148973473e-07,7.098295744160252e-07,0.0,0.0,1.6306257455744765e-07,0.0,1.0855969983398198e-06,7.258733591352114e-07,1.496747044830467e-08,0.0,3.447561687563037e-07,0.0,9.77616829650243e-07,7.191672002120031e-07,0.0,0.0,2.5844962943823967e-07,0.0,1.5044225634029352e-06,1.1304097516628271e-06,0.0,0.0,3.5116802426304965e-07,2.2844787477058844e-08,4.1700949581953315e-06,3.01935767861318e-06,0.0,0.0,2.8574235758128927e-07,8.649949220008619e-07,1.0626386100969248e-06,7.727260299857781e-07,0.0,0.0,2.8991258011114684e-07,0.0,8.299879641326593e-07,6.312834801716968e-07,0.0,0.0,1.9870448396096273e-07,0.0,1.6096971509171047e-06,1.190119036837194e-06,0.0,0.0,4.1957811407991093e-07,0.0
0_00587,1.2785999862217527e-06,5.44398031986139e-07,0.0,0.0,7.336435446098111e-07,5.584096258025954e-10,2.096551784756012e-06,1.8622875417215287e-06,0.0,0.0,0.0,2.3426424303448358e-07,3.717668773601477e-07,3.4982360658791514e-07,0.0,0.0,0.0,2.194327077223265e-08,6.54988693897335e-07,4.010916598185054e-07,0.0,0.0,2.5389703407882944e-07,0.0,6.401175804672423e-08,5.6164024220691013e-08,0.0,0.0,7.847733826033228e-09,0.0,2.7254972272201873e-06,2.546814600169384e-06,0.0,0.0,9.217014555849288e-08,8.651248149230981e-08,1.1969553004408605e-06,1.1969553004408605e-06,0.0,0.0,0.0,0.0,1.2066475339609078e-06,1.159443650814803e-06,0.0,0.0,4.7203883146104676e-08,0.0,7.898244764924443e-06,1.5360479695635584e-06,0.0,7.740250599262211e-08,6.260866891547215e-06,2.3927397821045924e-08,9.196580658438024e-06,5.449943295258516e-06,0.0,2.4132167477540607e-07,3.4511030009354003e-06,5.421268746869914e-08,2.2693966981421735e-06,1.502448934533106e-06,0.0,0.0,7.349505807895544e-07,3.199718281951279e-08,9.520166069255352e-07,4.036264655802335e-07,0.0,0.0,5.46481731547011e-07,1.9084097982908103e-09,1.0342639814434021e-06,4.5816769987400544e-07,0.0,0.0,5.760962815693967e-07,0.0,1.2580120980127173e-06,5.021138436610438e-07,1.9771206082652825e-08,0.0,7.361270482690206e-07,0.0,1.2743857560147829e-06,5.426049375000353e-07,0.0,0.0,7.312242506178229e-07,5.565678969243908e-10,1.7420996633197913e-06,6.729068236734823e-07,0.0,0.0,9.61282652088048e-07,1.0791018755826194e-07,4.379667034716555e-06,2.1407326293075862e-06,0.0,0.0,9.060116910815479e-07,1.3329227143274212e-06,1.2715714882096914e-06,5.325640643229112e-07,0.0,0.0,7.378290306953644e-07,1.1783931914161198e-09,1.1001507189200464e-06,4.3394371664617757e-07,0.0,0.0,6.662070022738689e-07,0.0,1.6704423986571868e-06,7.510136647356393e-07,0.0,0.0,9.194287339215469e-07,0.0
0_00655,1.5179933722806809e-06,3.020918914236017e-07,0.0,0.0,1.2159014808570791e-06,0.0,1.4886307597776786e-06,1.2481372463560778e-06,0.0,0.0,0.0,2.4049351342160106e-07,7.680140869886149e-08,6.577948387264353e-08,0.0,0.0,0.0,1.1021924826217958e-08,6.93528489382472e-07,3.2531002129416487e-07,0.0,0.0,3.6633158902022796e-07,1.8868790680790755e-09,7.450784285854487e-08,6.200131329889254e-08,0.0,0.0,1.250652955965232e-08,0.0,2.980258619850619e-06,2.5892938971076525e-06,0.0,0.0,3.152326640495913e-07,7.573205869337526e-08,1.8268955382436424e-06,1.8268955382436424e-06,0.0,0.0,0.0,0.0,1.384275534919969e-06,1.1467392972016649e-06,0.0,0.0,2.375362377183043e-07,0.0,7.725352222131674e-06,1.3255855318861383e-06,0.0,1.6667066480130518e-07,6.230681989333627e-06,2.414036110600816e-09,8.608723304722079e-06,5.2229776452885425e-06,0.0,3.158650917246257e-07,3.039607707707675e-06,3.027286000123633e-08,2.5155862474990878e-06,1.2449128919628988e-06,0.0,0.0,1.2180676925523361e-06,5.260566298385298e-08,1.178472581416867e-06,2.636348233534778e-07,0.0,0.0,9.09959408592108e-07,4.878349471280945e-09,1.4535030376257962e-06,3.1463693236927514e-07,0.0,0.0,1.138866105256521e-06,0.0,1.5144365458105273e-06,3.1895514090751337e-07,2.208180502913404e-09,0.0,1.1932732244001006e-06,0.0,1.5129965291669118e-06,3.010990477639796e-07,0.0,0.0,1.2118974814029324e-06,0.0,2.149339632368934e-06,4.117947226381327e-07,0.0,0.0,1.6802313992247611e-06,5.7313510506040666e-08,4.246190971688969e-06,1.4205838012716987e-06,0.0,0.0,1.6565516528127015e-06,1.1690555176045688e-06,1.4749850999422662e-06,3.179619293983607e-07,0.0,0.0,1.1570231705439058e-06,0.0,1.3897520068503948e-06,2.819371865123449e-07,0.0,0.0,1.1060108406294785e-06,1.803979708571525e-09,1.8321832175552936e-06,5.309131481106404e-07,0.0,0.0,1.2893447222198922e-06,1.1925347224761684e-08
0_00732,1.7463204365874431e-06,1.8014653102005702e-07,0.0,3.5599955108360704e-10,1.564524355742365e-06,1.2935502739375171e-09,9.0547471056564e-07,5.875264629973026e-07,0.0,0.0,0.0,3.179482475683379e-07,1.1851968039627054e-07,5.861975935186982e-08,0.0,0.0,0.0,5.989992104440077e-08,1.1373530397950128e-06,4.7329382538488857e-07,0.0,0.0,6.58438200715307e-07,5.621013694816898e-09,5.2333518442416944e-08,5.2333518442416944e-08,0.0,0.0,0.0,0.0,3.300355936612835e-06,2.7448843103975687e-06,0.0,0.0,3.284833732924427e-07,2.2698825292282485e-07,2.1920339219158506e-06,2.190259702038062e-06,0.0,0.0,0.0,1.7742198777883562e-09,1.5924713642696458e-06,1.1316307663137225e-06,0.0,0.0,4.503933248937851e-07,1.0447273062138627e-08,7.064645751951401e-06,1.1289127376570757e-06,0.0,1.760834769918771e-07,5.746629333580729e-06,1.3020203721718713e-08,8.478037725447836e-06,5.499266300563112e-06,0.0,3.2512615508443524e-07,2.6350011333111956e-06,1.864413648909272e-08,3.206556207219508e-06,1.3697560159204904e-06,0.0,3.5663378864578174e-10,1.5673116629463452e-06,2.6913189456402634e-07,1.3849361766425177e-06,1.1609621015963711e-07,0.0,0.0,1.26883996648288e-06,0.0,1.686609022549584e-06,1.4518167691301795e-07,0.0,0.0,1.541069270263426e-06,3.580753731400412e-10,1.7405655343463715e-06,1.9787051736345123e-07,2.852906380572267e-09,3.4913728220676405e-10,1.5382248320664697e-06,1.2681412536719109e-09,1.7405679016455209e-06,1.7955510961866587e-07,0.0,3.5482633957654167e-10,1.559368677608074e-06,1.289288079205081e-09,2.609249122229982e-06,2.7836500687352254e-07,0.0,0.0,2.2681192946169757e-06,6.276482073948376e-08,4.3091307870956876e-06,1.0642747695905537e-06,0.0,0.0,2.2454166491257512e-06,9.994393683793854e-07,1.8693049833740845e-06,1.8274859096990504e-07,0.0,0.0,1.6865563924041794e-06,0.0,1.671445290986809e-06,1.930284849445887e-07,0.0,0.0,1.4777109807348854e-06,7.058253073350188e-10,1.8475119149030586e-06,2.320900953966878e-07,0.0,2.393770279297952e-09,1.6095858556370425e-06,3.4421935900300727e-09
0_00817,1.8114517721010685e-06,7.865926607609383e-08,0.0,0.0,1.731957564844672e-06,8.349411803028175e-10,5.432427668342611e-07,2.182334450825459e-07,0.0,0.0,0.0,3.2500932175171537e-07,1.1496355789455088e-07,6.234316455349662e-08,0.0,0.0,0.0,5.2620393341054256e-08,1.3291102236998517e-06,4.3774553476042797e-07,0.0,0.0,8.913646889394231e-07,0.0,4.324068187915076e-08,4.324068187915076e-08,0.0,0.0,0.0,0.0,3.1515557573546764e-06,2.855231954442358e-06,0.0,0.0,2.0916972968822246e-07,8.715407322409519e-08,2.396162393458154e-06,2.390340468706788e-06,0.0,0.0,0.0,5.821924751365501e-09,1.4452544828165681e-06,1.1933874169930193e-06,0.0,0.0,2.426790365898548e-07,9.188029233694048e-09,6.133502908127052e-06,1.031318394586524e-06,0.0,1.5034715320704086e-07,4.949084394919873e-06,2.752965413615784e-09,8.371148611095042e-06,5.8509270195754674e-06,0.0,2.2408025519513207e-07,2.2903462890692767e-06,5.795047255166062e-09,2.9002067728645405e-06,1.1416945985724548e-06,0.0,0.0,1.7350431657685313e-06,2.346900852355488e-08,1.50223886039382e-06,5.896918058460463e-08,0.0,0.0,1.4432696798092155e-06,0.0,1.8213446298932208e-06,1.1265131479366296e-07,0.0,0.0,1.7009673362356075e-06,7.725978863950156e-09,1.8589096007391002e-06,6.659766160986777e-08,1.2630503159639571e-08,5.717631458892643e-09,1.7739638045106997e-06,0.0,1.8057824181859315e-06,7.841101434381612e-08,0.0,0.0,1.7265390766033066e-06,8.323272388085477e-10,2.8440111321513118e-06,6.990942720636282e-08,0.0,0.0,2.722920529376502e-06,5.118117556844721e-08,4.414561906114781e-06,9.633541273291577e-07,0.0,0.0,2.6950934135282347e-06,7.561143652573881e-07,1.8607920615145047e-06,7.103718349955473e-08,0.0,0.0,1.7820919283604858e-06,7.662949654464021e-09,1.7934301559913482e-06,1.44006023386132e-07,0.0,0.0,1.6494241326052162e-06,0.0,1.7642181609717583e-06,9.910271558643844e-08,0.0,0.0,1.6547197235073078e-06,1.0395721878012303e-08
0_00912,1.6940016062152888e-06,7.726197547359103e-08,0.0,0.0,1.6093048478203475e-06,7.434782921350107e-09,4.519479972695071e-07,1.6253810287525002e-07,0.0,0.0,0.0,2.894098943942572e-07,8.147568361006203e-08,4.005250375688937e-08,0.0,0.0,0.0,4.142317985317265e-08,1.444143738380334e-06,3.850111806586703e-07,0.0,0.0,1.0447456736116248e-06,1.4386884110039092e-08,3.505536106815498e-08,3.505536106815498e-08,0.0,0.0,0.0,0.0,3.6087297017968025e-06,3.2420573008658586e-06,0.0,0.0,2.485023555975015e-07,1.1817004533344145e-07,2.5364311941111085e-06,2.5018748927401002e-06,0.0,0.0,3.0212206984618566e-08,4.344094386390686e-09,1.4780524304107215e-06,1.3334685926504057e-06,0.0,0.0,1.3293797246599306e-07,1.1645865294322967e-08,5.37240009736776e-06,1.0051748689090358e-06,0.0,4.2175378678346124e-08,4.322065132030316e-06,2.9847177500620333e-09,7.706135330852099e-06,5.659254421646137e-06,0.0,1.7085265467868816e-07,1.8711550253505268e-06,4.873229176743321e-09,2.949892530308326e-06,1.185738825219736e-06,0.0,0.0,1.6121719345354032e-06,1.5198177055318674e-07,1.3659661141967925e-06,8.953195819530392e-08,0.0,0.0,1.2717400200104623e-06,4.694135991025897e-09,1.675270717060368e-06,9.058409384758053e-08,0.0,0.0,1.5715853720849189e-06,1.3101251127868795e-08,1.7126757690234787e-06,9.834828638902227e-08,1.299038101951919e-08,0.0,1.5939811046662018e-06,7.35599694873555e-09,1.6885429866209369e-06,7.701266443395527e-08,0.0,0.0,1.6041195273664409e-06,7.410794820541273e-09,2.6697386123640487e-06,1.6012493433504874e-07,0.0,0.0,2.5064030474846803e-06,3.2106305443197514e-09,3.62776345874433e-06,7.274587414382744e-07,0.0,0.0,2.567315722184713e-06,3.3298899512134184e-07,1.683599439666673e-06,8.30121540634293e-08,0.0,0.0,1.594367838581921e-06,6.219447021322112e-09,1.6626865353700237e-06,1.0882645787224083e-07,0.0,0.0,1.5396171493518542e-06,1.4242928145928556e-08,1.4033680374030022e-06,6.913531856889862e-08,0.0,0.0,1.3258643329893644e-06,8.368385844739286e-09
0_01018,1.3879612452709095e-06,5.243468423838244e-08,0.0,0.0,1.3333241667131024e-06,2.2023943194246153e-09,3.60783481915915e-07,1.5333669747514287e-07,0.0,0.0,0.0,2.0744678444077207e-07,6.927520406527362e-08,5.79167673838855e-08,0.0,0.0,0.0,1.1358436681388137e-08,1.1797343833822715e-06,2.9047348609798263e-07,0.0,0.0,8.869386662762709e-07,2.322231008017669e-09,1.5113625446271566e-08,1.5113625446271566e-08,0.0,0.0,0.0,0.0,3.376020912079266e-06,3.080967380408159e-06,0.0,0.0,1.398347034276893e-07,1.552188282434185e-07,2.255057454190969e-06,2.2532359654321357e-06,0.0,0.0,0.0,1.8214887588323195e-09,1.5431657408899978e-06,1.4426159835574631e-06,0.0,0.0,1.0054975733253462e-07,0.0,4.8943690923997074e-06,9.381143058030578e-07,0.0,5.79736863046425e-08,3.882572618059726e-06,1.5708482232282502e-08,7.347911866697134e-06,5.6946466346039904e-06,0.0,1.1732601145453427e-07,1.53593922063861e-06,0.0,2.6401691834646538e-06,1.1558951126396516e-06,0.0,0.0,1.3356995749587328e-06,1.4857449586626913e-07,1.1222043066651442e-06,4.8595930363974496e-08,0.0,0.0,1.0736083763011696e-06,0.0,1.3693501697986936e-06,8.029129467126197e-08,0.0,0.0,1.288840400293537e-06,2.184748338950633e-10,1.3037783600969247e-06,5.8807513471025526e-08,3.102593973834541e-09,0.0,1.2418682526520652e-06,0.0,1.383320563189261e-06,5.226105681073091e-08,0.0,0.0,1.328864460596662e-06,2.195045781868447e-09,2.2619229846606936e-06,2.099270863082532e-07,0.0,0.0,2.032318012722603e-06,1.9677885629837423e-08,3.5604405820151618e-06,9.461289865227379e-07,0.0,0.0,2.132161920922746e-06,4.821496745696777e-07,1.3365533886250323e-06,8.631313096316661e-08,0.0,0.0,1.2502402576618658e-06,0.0,1.2934803866362075e-06,6.158109264401981e-08,0.0,0.0,1.2293115328205343e-06,2.5877611716534983e-09,1.1441941607036332e-06,9.110552249611403e-08,0.0,1.0471504534851508e-08,1.0425069073867037e-06,1.1022628596427769e-10
