Z_i,A total  [Msun^{-1}],A I_classic  [Msun^{-1}],A II_only_stable_MT  [Msun^{-1}],A III_single_core_CE  [Msun^{-1}],A IV_double_core_CE  [Msun^{-1}],A V_other  [Msun^{-1}],B total  [Msun^{-1}],B I_classic  [Msun^{-1}],B II_only_stable_MT  [Msun^{-1}],B III_single_core_CE  [Msun^{-1}],B IV_double_core_CE  [Msun^{-1}],B V_other  [Msun^{-1}],C total  [Msun^{-1}],C I_classic  [Msun^{-1}],C II_only_stable_MT  [Msun^{-1}],C III_single_core_CE  [Msun^{-1}],C IV_double_core_CE  [Msun^{-1}],C V_other  [Msun^{-1}],D total  [Msun^{-1}],D I_classic  [Msun^{-1}],D II_only_stable_MT  [Msun^{-1}],D III_single_core_CE  [Msun^{-1}],D IV_double_core_CE  [Msun^{-1}],D V_other  [Msun^{-1}],E total  [Msun^{-1}],E I_classic  [Msun^{-1}],E II_only_stable_MT  [Msun^{-1}],E III_single_core_CE  [Msun^{-1}],E IV_double_core_CE  [Msun^{-1}],E V_other  [Msun^{-1}],F total  [Msun^{-1}],F I_classic  [Msun^{-1}],F II_only_stable_MT  [Msun^{-1}],F III_single_core_CE  [Msun^{-1}],F IV_double_core_CE  [Msun^{-1}],F V_other  [Msun^{-1}],G total  [Msun^{-1}],G I_classic  [Msun^{-1}],G II_only_stable_MT  [Msun^{-1}],G III_single_core_CE  [Msun^{-1}],G IV_double_core_CE  [Msun^{-1}],G V_other  [Msun^{-1}],H total  [Msun^{-1}],H I_classic  [Msun^{-1}],H II_only_stable_MT  [Msun^{-1}],H III_single_core_CE  [Msun^{-1}],H IV_double_core_CE  [Msun^{-1}],H V_other  [Msun^{-1}],I total  [Msun^{-1}],I I_classic  [Msun^{-1}],I II_only_stable_MT  [Msun^{-1}],I III_single_core_CE  [Msun^{-1}],I IV_double_core_CE  [Msun^{-1}],I V_other  [Msun^{-1}],J total  [Msun^{-1}],J I_classic  [Msun^{-1}],J II_only_stable_MT  [Msun^{-1}],J III_single_core_CE  [Msun^{-1}],J IV_double_core_CE  [Msun^{-1}],J V_other  [Msun^{-1}],K total  [Msun^{-1}],K I_classic  [Msun^{-1}],K II_only_stable_MT  [Msun^{-1}],K III_single_core_CE  [Msun^{-1}],K IV_double_core_CE  [Msun^{-1}],K V_other  [Msun^{-1}],L total  [Msun^{-1}],L I_classic  [Msun^{-1}],L II_only_stable_MT  [Msun^{-1}],L III_single_core_CE  [Msun^{-1}],L IV_double_core_CE  [Msun^{-1}],L V_other  [Msun^{-1}],M total  [Msun^{-1}],M I_classic  [Msun^{-1}],M II_only_stable_MT  [Msun^{-1}],M III_single_core_CE  [Msun^{-1}],M IV_double_core_CE  [Msun^{-1}],M V_other  [Msun^{-1}],N total  [Msun^{-1}],N I_classic  [Msun^{-1}],N II_only_stable_MT  [Msun^{-1}],N III_single_core_CE  [Msun^{-1}],N IV_double_core_CE  [Msun^{-1}],N V_other  [Msun^{-1}],O total  [Msun^{-1}],O I_classic  [Msun^{-1}],O II_only_stable_MT  [Msun^{-1}],O III_single_core_CE  [Msun^{-1}],O IV_double_core_CE  [Msun^{-1}],O V_other  [Msun^{-1}],P total  [Msun^{-1}],P I_classic  [Msun^{-1}],P II_only_stable_MT  [Msun^{-1}],P III_single_core_CE  [Msun^{-1}],P IV_double_core_CE  [Msun^{-1}],P V_other  [Msun^{-1}],Q total  [Msun^{-1}],Q I_classic  [Msun^{-1}],Q II_only_stable_MT  [Msun^{-1}],Q III_single_core_CE  [Msun^{-1}],Q IV_double_core_CE  [Msun^{-1}],Q V_other  [Msun^{-1}],R total  [Msun^{-1}],R I_classic  [Msun^{-1}],R II_only_stable_MT  [Msun^{-1}],R III_single_core_CE  [Msun^{-1}],R IV_double_core_CE  [Msun^{-1}],R V_other  [Msun^{-1}],S total  [Msun^{-1}],S I_classic  [Msun^{-1}],S II_only_stable_MT  [Msun^{-1}],S III_single_core_CE  [Msun^{-1}],S IV_double_core_CE  [Msun^{-1}],S V_other  [Msun^{-1}],T total  [Msun^{-1}],T I_classic  [Msun^{-1}],T II_only_stable_MT  [Msun^{-1}],T III_single_core_CE  [Msun^{-1}],T IV_double_core_CE  [Msun^{-1}],T V_other  [Msun^{-1}]
0_0001,1.5703307968340178e-06,5.221609270093297e-07,2.4610822968002416e-07,4.491120039572175e-07,9.21076154517464e-08,2.608420207357001e-07,1.3205099689651316e-06,2.477998258701094e-07,6.831931181319918e-07,1.629502736359561e-07,0.0,2.2656675132707448e-07,1.4442109719529275e-06,2.8229551768668504e-08,8.293961671648937e-07,3.74932192668925e-07,0.0,2.1165306035044e-07,1.0234162902725115e-06,3.3381734748181564e-08,3.047269953534649e-07,4.214912527605125e-07,9.661860518012168e-09,2.541544468923405e-07,4.949388351687199e-07,9.13930213020172e-09,1.3139320648624535e-07,2.0155138961266167e-07,0.0,1.5285493693961133e-07,3.0579293480182977e-06,6.032389980932511e-07,1.022085756918458e-06,9.997736210582516e-07,2.7365031830161883e-09,4.3009446876532097e-07,2.818824098868537e-07,9.11801016514204e-10,2.776576230343607e-07,0.0,0.0,3.3129858359788267e-09,9.776548931263692e-07,5.807728671315259e-08,3.1285494423404414e-07,5.045078184499122e-07,0.0,1.022148437292601e-07,1.0344921925841347e-05,1.7403363644576734e-06,3.406012225948199e-07,5.831789248692153e-06,1.112086965719548e-06,1.3201081243771578e-06,1.9741760054291825e-05,3.920535429685714e-06,3.414484773522223e-07,1.0868336087308135e-05,8.558206774341726e-07,3.755619382511575e-06,1.642341489733501e-06,5.794968546047167e-07,2.4950159793180636e-07,4.5530441132898285e-07,9.337760572565023e-08,2.6466102014234514e-07,2.234761578821734e-06,1.4380910831848698e-06,2.0796502016217183e-07,2.908726868164149e-07,1.4148024577123828e-07,1.5635254288703945e-07,1.0132582657898671e-06,1.935227857153769e-07,2.652244447819185e-07,3.0480258237641146e-07,6.770950522453151e-08,1.8199894769162885e-07,2.1261236631373403e-06,8.380066094043146e-07,3.1863000550997636e-07,4.579325226641381e-07,1.5064897384237956e-07,3.609055517165319e-07,1.5928121020809222e-06,5.174531746553084e-07,2.392668051606935e-07,4.2463616563791844e-07,8.773251271922197e-08,3.2372344390777997e-07,4.188180620445588e-06,6.145602143149598e-07,5.594470399053143e-07,8.123522971872413e-07,1.7036438501561987e-07,2.031456684022452e-06,8.788949663536741e-06,6.977497715616658e-07,2.1152213969095485e-07,6.747306389627695e-07,1.5815720684352383e-07,7.046789906477829e-06,2.030263276719779e-06,6.979749604021241e-07,2.389078585156479e-07,7.407285564952173e-07,1.1750399466787994e-07,2.3514790663891016e-07,1.7284247209003098e-06,5.471363296870395e-07,2.974938899026246e-07,4.5718875863902026e-07,8.711017861680668e-08,3.3949556405481853e-07,1.6246945564780252e-06,5.475884450470818e-07,2.9579001855472716e-07,4.4597984210821035e-07,7.644064789673469e-08,2.588956028712715e-07
0_00011,2.006504741953833e-06,6.12660424392714e-07,3.7316019409558227e-07,3.553958031722365e-07,8.403171238959175e-08,5.812566079037084e-07,1.6510283172779508e-06,3.769886790202886e-07,7.295012494156194e-07,2.416288396917703e-07,0.0,3.0290954915027297e-07,1.5350591539883325e-06,3.035569104451808e-08,8.834074415437262e-07,3.503593776319268e-07,0.0,2.709366437681613e-07,1.0326938946397305e-06,2.7605796556367606e-08,3.1489002813784697e-07,3.25790286461273e-07,1.1671703064801223e-08,3.5273608041944144e-07,5.677592507666956e-07,2.580138322432512e-08,1.3945915770923394e-07,1.39876583178836e-07,0.0,2.6262212665430043e-07,3.597723093263118e-06,7.265410342406347e-07,1.336172292668745e-06,8.32723593090882e-07,1.3394435392425178e-08,6.888917378704309e-07,3.146457816673118e-07,0.0,3.146457816673118e-07,0.0,0.0,0.0,9.038326383847223e-07,8.813671623539348e-08,3.2574655502432945e-07,2.7785819003334734e-07,0.0,2.120911770916522e-07,1.0103504966214317e-05,1.7825203227429092e-06,3.5300729809154685e-07,5.514827788447949e-06,1.2569303400711217e-06,1.196219216860793e-06,1.828154859443741e-05,3.882020024639968e-06,3.5033782623644327e-07,9.906643174989716e-06,8.318652515221207e-07,3.310682317049171e-06,2.115893618049914e-06,6.793402175762874e-07,3.783053692777335e-07,3.6029604091263734e-07,8.519035119389533e-08,6.127616390893599e-07,2.8762803497597437e-06,1.7597596010646046e-06,2.38472476516052e-07,3.0286336726958103e-07,1.3831803174871904e-07,4.368668731607869e-07,1.3594203053489822e-06,2.43171572703497e-07,2.938674346700265e-07,3.042851523312873e-07,1.035369126502919e-07,4.145592329938795e-07,2.6125602546861698e-06,1.053015448356375e-06,3.539022095603928e-07,4.6903078905181217e-07,1.2307692864732787e-07,6.135348790702617e-07,1.9297631298615453e-06,6.431670457581729e-07,3.740015060763561e-07,3.2035534109839397e-07,9.130066685865093e-08,5.009385700699708e-07,5.1631387018315e-06,7.859869383582738e-07,5.635895946008771e-07,7.599323044498733e-07,1.867600929532153e-07,2.8668697714692602e-06,1.0619801500763612e-05,8.924436707603291e-07,2.272368850865776e-07,6.589222348897839e-07,1.6247523722193313e-07,8.678723472804992e-06,2.60768824651641e-06,8.730519785216761e-07,3.7159174075276905e-07,7.734546349845565e-07,1.2422933782726727e-07,4.6536055443014147e-07,2.006723094419174e-06,6.320372649848239e-07,3.462062833918107e-07,3.7673923617324244e-07,1.075980892626441e-07,5.441422206066529e-07,2.0025244159475284e-06,6.617431526692954e-07,3.792995546087948e-07,3.2580327484760256e-07,9.683350556381108e-08,5.388449282580249e-07
0_00012,2.1340185029485975e-06,7.195434674661584e-07,3.206563421239765e-07,3.5041274250404593e-07,9.231125504637848e-08,6.510946958080382e-07,1.5567336185654032e-06,4.317208956039629e-07,6.960461921200071e-07,1.6653004583120518e-07,0.0,2.624364850102279e-07,1.5590517780495442e-06,2.8815674732800043e-08,8.743934024903385e-07,2.9220580253659634e-07,0.0,3.6363689828980953e-07,1.13558200002484e-06,2.544833727050233e-08,3.0642050274794003e-07,3.3822686371807783e-07,0.0,4.6548629628832e-07,6.085412424630572e-07,4.2867431884395615e-08,7.756081773387091e-08,1.3012915349604143e-07,0.0,3.579838393487493e-07,3.836058299248327e-06,7.589927155675502e-07,1.4245527443241618e-06,7.049870148548295e-07,9.112936022994559e-10,9.466145308994856e-07,3.7420502967769225e-07,0.0,3.7420502967769225e-07,0.0,0.0,0.0,8.815909334876261e-07,5.2684060541065936e-08,3.041638670111321e-07,2.775992153443085e-07,0.0,2.471437905911195e-07,9.431280728942017e-06,1.7831841694368748e-06,3.425718492509204e-07,5.0195996534249815e-06,1.200911228587809e-06,1.0850138282414308e-06,1.7814687210940333e-05,3.89094857756939e-06,3.4834524418111203e-07,9.673704187676019e-06,8.365208498730227e-07,3.065168351640792e-06,2.2639995321903857e-06,7.784150765723966e-07,3.2507758822578636e-07,3.552442732374113e-07,9.358405312616566e-08,7.116785410286265e-07,3.1546241677188124e-06,1.998261958879155e-06,1.9341694430734503e-07,2.686694544651664e-07,1.3051263327446643e-07,5.637631767926804e-07,1.525301820845698e-06,3.109479233550343e-07,2.870957643501201e-07,2.1981676922884607e-07,1.0155250072138908e-07,6.058888631903084e-07,2.792812349742739e-06,1.1845403022896515e-06,3.231060735834282e-07,3.9159849356604096e-07,1.1817841339501991e-07,7.753890669085984e-07,2.156662270985879e-06,7.516222936755979e-07,3.2617292578136104e-07,3.5216561228465535e-07,8.377396276577401e-08,6.429274764784913e-07,5.605966150325398e-06,8.691022033457237e-07,5.799849570723202e-07,7.183685512209405e-07,1.6288559700805162e-07,3.2756248416783627e-06,1.1687476928373054e-05,9.736689821997043e-07,2.1916938543032645e-07,6.73383145563936e-07,1.7514868433473545e-07,9.646106730844354e-06,2.844156392751388e-06,1.021711304663512e-06,3.426737056964668e-07,7.820169206604319e-07,1.0506990486919994e-07,5.926845568617778e-07,2.2274926399251234e-06,7.137032405319556e-07,3.0663954532152014e-07,4.3450412009422283e-07,7.064623580817968e-08,7.01999498169245e-07,2.1739670936932806e-06,7.350248866763605e-07,3.5202482118277104e-07,4.2269040911253683e-07,9.440216785627881e-08,5.698248088653346e-07
0_00014,2.1442612002347927e-06,8.447688703188885e-07,3.370443958939744e-07,2.7297166689736433e-07,4.976734082108791e-08,6.397089263034772e-07,1.5743764275277638e-06,5.427790323481249e-07,7.690658421779681e-07,9.559392090734453e-08,0.0,1.6693763209432622e-07,1.5601612380142525e-06,3.066720669936133e-08,8.826287716802075e-07,1.2922309546735008e-07,0.0,5.176421641673329e-07,1.352937027415897e-06,2.9410000671016986e-08,2.822623526461607e-07,2.798350942105781e-07,0.0,7.61429579888141e-07,7.136129681433431e-07,5.144874322499783e-08,1.7300480372674676e-07,8.70180107068794e-08,0.0,4.021414104847192e-07,3.5620460467222717e-06,8.729024889198215e-07,1.267604002744375e-06,2.7419850685288747e-07,4.656507717722599e-08,1.1007759710279621e-06,3.4935505344094037e-07,0.0,3.411213430372096e-07,0.0,0.0,8.23371040373085e-09,9.538737608221058e-07,2.809352037340873e-08,4.0888658737932365e-07,1.4221497081676073e-07,0.0,3.7467868225261275e-07,8.680046443321695e-06,1.9117210889112013e-06,4.098129806349333e-07,4.245796536305152e-06,1.3159270373250894e-06,7.967888001453181e-07,1.6684669130560152e-05,3.742695459642837e-06,3.710765591324496e-07,9.073264952952864e-06,7.889817444374944e-07,2.708650414394506e-06,2.3525666417106125e-06,9.113978883690113e-07,3.416916023443833e-07,2.767354312757027e-07,5.045353857456193e-08,7.722881811469533e-07,3.4873287501416366e-06,2.3464493255239947e-06,2.211249891332089e-07,2.1284212877240035e-07,1.1498574207185488e-07,5.919265646401778e-07,1.490103093251356e-06,3.9598469678999133e-07,2.792156871083021e-07,1.5627505168297644e-07,8.340500771540327e-08,5.752226499546828e-07,2.8605355869733545e-06,1.3796903125998767e-06,3.6930748880778325e-07,3.339606807234398e-07,1.2585945105241846e-07,6.517176537898362e-07,2.3359058592373167e-06,8.569250363295676e-07,3.734650935811957e-07,3.308373863971633e-07,1.038569056590174e-07,6.708214372703735e-07,6.152332999194071e-06,1.0777955598100887e-06,5.77332084904235e-07,6.278274579271984e-07,1.2914348390128177e-07,3.7402344126512655e-06,1.2970639079527572e-05,1.2849845217079443e-06,3.1345765114938835e-07,6.432851377542156e-07,1.379791167634102e-07,1.0590932652152614e-05,3.1316696334631317e-06,1.191521459893942e-06,3.6967601134771316e-07,7.693519868128786e-07,1.1890419469892235e-07,6.822159807096757e-07,2.272353811698843e-06,8.805568449236843e-07,3.704778143256828e-07,2.3428896966131931e-07,7.473469533751442e-08,7.122954874506422e-07,2.3790567484302144e-06,9.106378018821264e-07,3.746828641256275e-07,3.223285204960193e-07,6.78656960668939e-08,7.035418658595479e-07
0_00016,2.1735484854421034e-06,9.652398998997443e-07,3.155561055690424e-07,2.586502044571809e-07,8.461155121826626e-08,5.494907242978692e-07,1.739164335317265e-06,5.684725309411894e-07,7.565971460845049e-07,1.0949254345900669e-07,0.0,3.046021148325641e-07,1.5838051715809738e-06,2.1542768668734843e-08,9.017077972723065e-07,1.6309261467359516e-07,0.0,4.974619909663374e-07,1.114023020576342e-06,1.9188966549403827e-08,2.399427879388731e-07,2.2655172511194616e-07,0.0,6.283395409761189e-07,7.171728584458316e-07,6.609008594051745e-08,9.857541533037664e-08,1.13712946354373e-07,0.0,4.3879441082056463e-07,3.619213688005677e-06,1.0017491975915355e-06,1.0803515832220707e-06,3.8805473514176283e-07,6.482470904253534e-09,1.142575701146054e-06,3.198521976760874e-07,0.0,3.198521976760874e-07,0.0,0.0,0.0,8.458779908615804e-07,2.6146755707497127e-08,3.1432877514610025e-07,8.984802211176495e-08,0.0,4.155544378962181e-07,8.124959278161709e-06,1.9473918384511526e-06,4.0234822034401174e-07,3.68780993694654e-06,1.3013723835875423e-06,7.860368988324631e-07,1.622805156031166e-05,3.802451288103951e-06,3.6306799134526963e-07,8.625134458627368e-06,7.728534256345182e-07,2.664544396600558e-06,2.434728917489915e-06,1.0253871640064658e-06,3.19907029029368e-07,2.62216502883134e-07,8.577818490626361e-08,7.414400366646833e-07,3.4463828387153968e-06,2.557520120683007e-06,2.1832759857926282e-07,2.2598069475878314e-07,1.2612835090944022e-07,3.1842607378490395e-07,1.5546829358269785e-06,4.6751399642491617e-07,2.5934750076221037e-07,1.2527568325249126e-07,8.329213564594562e-08,6.192536197414151e-07,3.0104801872390675e-06,1.5380404341310032e-06,3.95186534356406e-07,3.344840320107904e-07,1.3464457364289783e-07,6.081246130979699e-07,2.237232032371026e-06,9.64185453744079e-07,2.979453273867989e-07,2.5353107073417093e-07,9.085487909533312e-08,6.307153014106443e-07,6.417927450898989e-06,1.2525042155384036e-06,6.432040214029111e-07,4.529024978847018e-07,1.3524973584357175e-07,3.9340669802294e-06,1.3273186651716184e-05,1.4506894180256641e-06,3.195793028337655e-07,4.925846423492228e-07,1.61888318723752e-07,1.0848444969783778e-05,3.0180448467124907e-06,1.4278607444680937e-06,3.8815522864467223e-07,6.020188765265554e-07,9.479936343965614e-08,5.05210633633513e-07,2.188361015906604e-06,9.457892617708176e-07,3.804812046857257e-07,2.0425062677152625e-07,1.2282254370651537e-07,5.350173789720186e-07,2.154378388198685e-06,9.804764928237578e-07,3.6711635307784304e-07,2.2320458836653165e-07,6.630655614279361e-08,5.172743977877593e-07
0_00017,2.225110290279776e-06,9.69836477333436e-07,4.042220774964447e-07,1.908898877217876e-07,4.5767350780438464e-08,6.143944969476684e-07,1.6905077919855596e-06,5.881640656138626e-07,7.796348809212064e-07,7.538637286765538e-08,0.0,2.4732247258283574e-07,1.480244275066075e-06,3.010218521620469e-08,8.899632025679023e-07,1.1025298324914834e-07,0.0,4.4992590403281906e-07,1.2581066364096694e-06,2.1540084552248468e-08,2.9681597744869214e-07,1.7696440833718787e-07,0.0,7.627861660715406e-07,5.809825952115865e-07,6.927556097093357e-08,1.373296063875025e-07,9.38498705808356e-08,0.0,2.805275572723148e-07,3.918029058458107e-06,1.0090314205799565e-06,1.1211176426913106e-06,2.7312767902348273e-07,1.7744739381680478e-08,1.497007576781677e-06,3.750710938165029e-07,0.0,3.649497017057818e-07,0.0,0.0,1.0121392110721008e-08,9.595047463531009e-07,2.8687360261537747e-08,4.148948084981005e-07,5.602045890745411e-08,0.0,4.5990211868600864e-07,8.012502917868665e-06,1.88626021860047e-06,3.302222682734469e-07,3.502710326235137e-06,1.3779517793202541e-06,9.153583254393575e-07,1.5976524886253298e-05,3.752879764377385e-06,3.56387021942228e-07,8.496174990643911e-06,7.524157864859817e-07,2.6186673228037918e-06,2.460612010993164e-06,1.0297071734271597e-06,4.0979553745846737e-07,1.9352189919667232e-07,4.6398396216458386e-08,7.811890046944059e-07,3.6500629960674035e-06,2.641409523608524e-06,2.560989760032021e-07,1.8584484475373047e-07,8.80594675173918e-08,4.786501841845543e-07,1.4882793842695263e-06,4.864483545184829e-07,2.878907679146365e-07,9.225849684426833e-08,4.306788218309832e-08,5.786138828090398e-07,3.022361548401598e-06,1.5768497587972852e-06,4.794293599472794e-07,2.398652364377724e-07,8.500074759627823e-08,6.41216445622984e-07,2.1580872929397274e-06,9.724387883943704e-07,3.4240967824919683e-07,1.837195547722232e-07,5.625193759640281e-08,6.03267333927534e-07,6.186862753510697e-06,1.286272190516538e-06,6.698571389714702e-07,3.0884058855458065e-07,1.7994850774830798e-07,3.741944327719802e-06,1.3542843001175801e-05,1.5418758991228843e-06,2.9305544529859145e-07,3.19994980130462e-07,1.2650815066977886e-07,1.1261408525954084e-05,3.01947443310428e-06,1.4812727579088302e-06,4.223577515418119e-07,4.752032877757026e-07,1.0093537601554915e-07,5.397052598623858e-07,2.3052331851403093e-06,9.50484468462661e-07,3.792673875462455e-07,1.7409817161411936e-07,4.6303922801944884e-08,7.550792347153387e-07,2.2426048927169468e-06,1.0287975754037137e-06,4.018933918607378e-07,1.2994504991272928e-07,5.7784509319983315e-08,6.241843662197832e-07
0_00019,2.144138505028104e-06,1.0191518986118177e-06,3.5976687267599405e-07,1.318737086193482e-07,6.414129780529713e-08,5.692047273156471e-07,1.7796108121670617e-06,6.438902751891046e-07,7.988796902157208e-07,5.464753016690116e-08,0.0,2.82193316595335e-07,1.5307721610702503e-06,2.703986233888562e-08,9.457116512128264e-07,6.956420265110992e-08,0.0,4.884564448674282e-07,1.0756186046101802e-06,1.3097723081148392e-08,2.4515562431632616e-07,1.0742053351784744e-07,0.0,7.099447236948582e-07,6.140135273763605e-07,8.027868617835704e-08,1.4879946722965364e-07,9.951269589450252e-08,0.0,2.8542267807384703e-07,3.910748478585189e-06,1.1040123561320896e-06,1.215556651965458e-06,1.663826789267894e-07,2.0949156962547817e-09,1.4227018758645975e-06,3.622679167372001e-07,0.0,3.622679167372001e-07,0.0,0.0,0.0,8.427083022821302e-07,2.2588715781943455e-08,3.5563617192433366e-07,4.1649827731452966e-08,0.0,4.2283358684440034e-07,7.323934679935584e-06,1.93266617221597e-06,3.471015270554524e-07,2.790763864872799e-06,1.408641437337897e-06,8.447616784534667e-07,1.547436208430572e-05,3.7183158643345564e-06,3.695070767276066e-07,8.127046521141133e-06,7.605095814254116e-07,2.498983040677015e-06,2.4899191296625127e-06,1.0856921838783064e-06,3.6472737921967586e-07,1.33691998307001e-07,6.502568531189774e-08,8.407818829456315e-07,3.7598644570447122e-06,2.815633475366243e-06,2.4607365734635824e-07,1.2350629105329414e-07,9.356867340248256e-08,4.810823598763332e-07,1.6110154596624918e-06,5.132958029064651e-07,3.1410290506742805e-07,5.1924962898164585e-08,6.08674987558439e-08,6.708242900345901e-07,3.036512934043693e-06,1.6296352677072587e-06,4.088663332406398e-07,1.896795138636017e-07,1.1035814247464783e-07,6.979736767575452e-07,2.1988440228884705e-06,1.0357671394911752e-06,3.570128730815889e-07,1.0778522873700866e-07,6.258650317012655e-08,6.356922784085718e-07,5.8508628065620785e-06,1.3828668507238131e-06,6.291978231003652e-07,1.8225787788648038e-07,5.319241949334213e-08,3.603347835358078e-06,1.277501625743315e-05,1.6456858764671245e-06,3.172711266592648e-07,1.3501432241308068e-07,1.2725485988625447e-07,1.0549790072007424e-05,2.705206965266127e-06,1.6116736115380225e-06,3.611118417813162e-07,2.539974104825446e-07,4.154959044774081e-08,4.3687451101650303e-07,2.1248804627338056e-06,1.035081455191351e-06,3.728513231872453e-07,1.4158424687602498e-07,5.4740017836416734e-08,5.206234196427675e-07,2.2478232174425164e-06,1.0904540428858871e-06,3.2177647142072203e-07,1.0644827223944074e-07,6.965090700904355e-08,6.594935238874229e-07
0_00022,2.37027759185902e-06,1.063997937952756e-06,3.9411167913571795e-07,1.302993696925297e-07,1.1138872452911658e-07,6.704798805488995e-07,1.83726208505299e-06,7.175206300502633e-07,7.588518027378826e-07,9.946728313319804e-08,0.0,2.614223691316457e-07,1.4942667620805259e-06,2.0991415948344645e-08,8.861470336336605e-07,1.7837567866602132e-07,0.0,4.087526338324993e-07,1.1036342900554468e-06,1.4484134251660896e-08,2.751231505560681e-07,1.8121050721421151e-07,0.0,6.328164980335062e-07,6.177980676538943e-07,1.0690809755201603e-07,1.6736059259785074e-07,1.4769371295044645e-07,0.0,1.9583566455358114e-07,3.909633218427422e-06,1.1389870445239414e-06,1.238237168714085e-06,2.8922073853340076e-07,3.810874624176366e-09,1.2393773920318185e-06,3.2774508628179867e-07,0.0,3.2774508628179867e-07,0.0,0.0,0.0,8.809740400147568e-07,5.444094152061267e-08,4.005609297746506e-07,5.361521624423674e-08,0.0,3.7235695247525657e-07,7.778131369542373e-06,1.9884236208861265e-06,3.4296003414931165e-07,3.1773433406137894e-06,1.4627728638664498e-06,8.066315100266959e-07,1.5199559431898666e-05,3.644510842468361e-06,3.8973914602134377e-07,7.94060543224287e-06,7.214829535601646e-07,2.503221057605928e-06,2.8073927061030674e-06,1.1388816600916805e-06,3.9954573577565437e-07,1.320959522160671e-07,1.1292456492711973e-07,1.0239447930925451e-06,3.963429661764562e-06,2.909267960501775e-06,2.687748950801391e-07,1.8062619992740298e-07,1.5068982716179247e-07,4.540707790934518e-07,1.3749545690308394e-06,5.217014030829539e-07,2.5680981834230593e-07,1.070095741952604e-07,6.59776846480214e-08,4.2345608876229774e-07,3.1110947832227544e-06,1.667052796595586e-06,4.4861051549128303e-07,1.5603520309633957e-07,1.1869991092990775e-07,7.206963571096381e-07,2.338872129367318e-06,1.102818696251309e-06,3.635311868115074e-07,2.0228877367064664e-07,1.0034578113053873e-07,5.698876915033165e-07,5.678460637570972e-06,1.4699899872768903e-06,7.046317444963948e-07,2.8209178097669665e-07,1.4587747767422866e-07,3.075869647146763e-06,1.1774217571476864e-05,1.7746633780505573e-06,2.8613803507779856e-07,2.7938380866333e-07,1.6413738728173545e-07,9.269894962403444e-06,3.11268494048915e-06,1.7050380067469382e-06,4.252159532581064e-07,4.267487364009767e-07,7.70482306872873e-08,4.786340133958416e-07,2.1964169181860656e-06,1.049220053168329e-06,3.2533477986277605e-07,1.9871348151532022e-07,8.786179930452106e-08,5.352868043351188e-07,2.464386288593214e-06,1.1770649543083594e-06,3.9159691978763093e-07,2.2943434003084002e-07,7.490364066042919e-08,5.913864338059541e-07
0_00024,2.2604530981452074e-06,1.1290729209805911e-06,2.954165552225859e-07,2.0661715731659483e-07,8.516914273235233e-08,5.441773218930835e-07,2.011180285231683e-06,7.479657439474073e-07,8.262193431801138e-07,5.1024914526424334e-08,0.0,3.8597028357773743e-07,1.4574539046444132e-06,2.8166054826935863e-08,9.142824613320164e-07,1.0727905169483804e-07,0.0,4.077263367906229e-07,1.3067922656379606e-06,1.428671635271283e-08,2.68162444129571e-07,2.711422109215211e-07,0.0,7.532008942341559e-07,4.676437255331499e-07,1.2021669583934464e-07,1.0667522627104822e-07,8.691393101187176e-08,0.0,1.5383787241088538e-07,4.1935111779177695e-06,1.1701449957386956e-06,1.3787596286961754e-06,3.478949416389684e-07,3.768579344870255e-09,1.2929430324990593e-06,3.781628232986057e-07,0.0,3.781628232986057e-07,0.0,0.0,0.0,8.102972680381779e-07,7.124713923273967e-08,3.7692248557148845e-07,7.838181189332384e-08,0.0,2.837458313406261e-07,8.127354488552279e-06,1.975799463444051e-06,3.646168258503968e-07,3.566722003283622e-06,1.4990399359195206e-06,7.211762600546875e-07,1.4759584377143984e-05,3.5952516490599364e-06,4.0965475224991283e-07,7.63575265166962e-06,7.525253733551416e-07,2.3663999508093725e-06,2.7051569865541446e-06,1.1978521704775698e-06,2.994897922729947e-07,2.0946601817274413e-07,8.634346455554056e-08,9.120055410752954e-07,4.2115378169521525e-06,3.024493933219954e-06,2.4350354140514693e-07,2.3439699971632518e-07,1.7700307925715453e-07,5.321402633535725e-07,1.6064318523843144e-06,5.584697364895182e-07,2.718816393629631e-07,1.6796572021662714e-07,1.2426235695694426e-07,4.838523993582615e-07,3.208437578463017e-06,1.765003928993481e-06,3.4981856041383844e-07,2.9927168719978885e-07,1.61742131454504e-07,6.326012704014047e-07,2.357778437063838e-06,1.1465436765215307e-06,3.517701154183161e-07,1.7262844287546045e-07,1.1174835257388523e-07,5.750878496746454e-07,5.361757973053948e-06,1.5608553061324362e-06,7.635384636466696e-07,4.3634236891368027e-07,1.9231637317324719e-07,2.4087054611879152e-06,1.1635311660728935e-05,1.8567928751926585e-06,2.9450675407195946e-07,4.809147675111109e-07,2.093629211866185e-07,8.793734342766588e-06,3.444274866357801e-06,1.7904764691705212e-06,4.500115324320919e-07,5.746231020572398e-07,9.671419179417767e-08,5.324495709037707e-07,2.3175181110295098e-06,1.0956398452753157e-06,2.897050549216327e-07,2.3321339591688361e-07,1.0379106824584909e-07,5.951687466698292e-07,2.533370256079013e-06,1.2486100420386372e-06,3.229185371474106e-07,2.0504558407689547e-07,1.0866883911596961e-07,6.481272537001003e-07
